,movieId,title,genres,genres1,genres2,genres3,genres4,genres5,genres6,genres7,genres8,genres9,genres10,Year_release,imdbId,tmdbId
78,84,Last Summer in the Hamptons (1995),Comedy|Drama,Comedy,Drama,,,,,,,,,1995,113612,188588.0
79,85,Angels and Insects (1995),Drama|Romance,Drama,Romance,,,,,,,,,1995,112365,8447.0
80,86,White Squall (1996),Action|Adventure|Drama,Action,Adventure,Drama,,,,,,,,1996,118158,10534.0
81,87,Dunston Checks In (1996),Children|Comedy,Children,Comedy,,,,,,,,,1996,116151,17414.0
82,88,Black Sheep (1996),Comedy,Comedy,,,,,,,,,,1996,115697,13997.0
83,89,Nick of Time (1995),Action|Thriller,Action,Thriller,,,,,,,,,1995,113972,2086.0
84,92,Mary Reilly (1996),Drama|Horror|Thriller,Drama,Horror,Thriller,,,,,,,,1996,117002,9095.0
85,93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,Comedy,Horror,Romance,,,,,,,,1995,114825,12158.0
86,94,Beautiful Girls (1996),Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,1996,115639,9283.0
87,95,Broken Arrow (1996),Action|Adventure|Thriller,Action,Adventure,Thriller,,,,,,,,1996,115759,9208.0
88,96,In the Bleak Midwinter (1995),Comedy|Drama,Comedy,Drama,,,,,,,,,1995,113403,40154.0
89,97,"Hate (Haine, La) (1995)",Crime|Drama,Crime,Drama,,,,,,,,,1995,113247,406.0
90,98,Shopping (1994),Action|Thriller,Action,Thriller,,,,,,,,,1994,111173,45549.0
91,99,Heidi Fleiss: Hollywood Madam (1995),Documentary,Documentary,,,,,,,,,,1995,113283,63076.0
92,100,City Hall (1996),Drama|Thriller,Drama,Thriller,,,,,,,,,1996,115907,11062.0
93,101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,Adventure,Comedy,Crime,Romance,,,,,,,1996,115734,13685.0
94,102,Mr. Wrong (1996),Comedy,Comedy,,,,,,,,,,1996,117102,47475.0
95,103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,Mystery,Sci-Fi,Thriller,,,,,,,,1996,118040,2045.0
96,104,Happy Gilmore (1996),Comedy,Comedy,,,,,,,,,,1996,116483,9614.0
97,105,"Bridges of Madison County, The (1995)",Drama|Romance,Drama,Romance,,,,,,,,,1995,112579,688.0
98,107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,Adventure,Children,Comedy,Musical,,,,,,,1996,117110,10874.0
99,108,Catwalk (1996),Documentary,Documentary,,,,,,,,,,1996,112646,89333.0
100,110,Braveheart (1995),Action|Drama|War,Action,Drama,War,,,,,,,,1995,112573,197.0
101,111,Taxi Driver (1976),Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,,,1976,75314,103.0
102,112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,Action,Adventure,Comedy,Crime,,,,,,,1995,113326,33542.0
103,113,Before and After (1996),Drama|Mystery,Drama,Mystery,,,,,,,,,1996,115645,43566.0
104,114,Margaret's Museum (1995),Drama,Drama,,,,,,,,,,1995,113774,71754.0
105,116,Anne Frank Remembered (1995),Documentary,Documentary,,,,,,,,,,1995,112373,51352.0
106,117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,Crime,Drama,,,,,,,,,1995,115033,16934.0
107,118,If Lucy Fell (1996),Comedy|Romance,Comedy,Romance,,,,,,,,,1996,116606,10324.0
108,119,"Steal Big, Steal Little (1995)",Comedy,Comedy,,,,,,,,,,1995,114536,78406.0
109,121,"Boys of St. Vincent, The (1992)",Drama,Drama,,,,,,,,,,1992,106473,32119.0
110,122,Boomerang (1992),Comedy|Romance,Comedy,Romance,,,,,,,,,1992,103859,11066.0
111,123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,Drama,Mystery,Romance,,,,,,,,1994,109424,11104.0
112,124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,Drama,,,,,,,,,,1995,114808,37975.0
113,125,Flirting With Disaster (1996),Comedy,Comedy,,,,,,,,,,1996,116324,2074.0
114,126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,Adventure,Children,Fantasy,,,,,,,,1994,110647,27793.0
115,129,Pie in the Sky (1996),Comedy|Romance,Comedy,Romance,,,,,,,,,1996,114131,110972.0
116,130,Angela (1995),Drama,Drama,,,,,,,,,,1995,112364,32622.0
117,131,Frankie Starlight (1995),Drama|Romance,Drama,Romance,,,,,,,,,1995,113107,73067.0
118,132,Jade (1995),Thriller,Thriller,,,,,,,,,,1995,113451,11863.0
119,135,Down Periscope (1996),Comedy,Comedy,,,,,,,,,,1996,116130,9101.0
120,137,Man of the Year (1995),Documentary,Documentary,,,,,,,,,,1995,113756,5757.0
121,140,Up Close and Personal (1996),Drama|Romance,Drama,Romance,,,,,,,,,1996,118055,9302.0
122,141,"Birdcage, The (1996)",Comedy,Comedy,,,,,,,,,,1996,115685,11000.0
123,144,"Brothers McMullen, The (1995)",Comedy,Comedy,,,,,,,,,,1995,112585,16388.0
124,145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,Action,Comedy,Crime,Drama,Thriller,,,,,,1995,112442,9737.0
125,146,"Amazing Panda Adventure, The (1995)",Adventure|Children,Adventure,Children,,,,,,,,,1995,112342,30765.0
126,147,"Basketball Diaries, The (1995)",Drama,Drama,,,,,,,,,,1995,112461,10474.0
127,148,"Awfully Big Adventure, An (1995)",Drama,Drama,,,,,,,,,,1995,112427,22279.0
128,149,Amateur (1994),Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,,,1994,109093,30157.0
129,150,Apollo 13 (1995),Adventure|Drama|IMAX,Adventure,Drama,IMAX,,,,,,,,1995,112384,568.0
130,151,Rob Roy (1995),Action|Drama|Romance|War,Action,Drama,Romance,War,,,,,,,1995,114287,11780.0
131,152,"Addiction, The (1995)",Drama|Horror,Drama,Horror,,,,,,,,,1995,112288,34996.0
132,153,Batman Forever (1995),Action|Adventure|Comedy|Crime,Action,Adventure,Comedy,Crime,,,,,,,1995,112462,414.0
133,154,Beauty of the Day (Belle de jour) (1967),Drama,Drama,,,,,,,,,,1967,61395,649.0
134,155,Beyond Rangoon (1995),Adventure|Drama|War,Adventure,Drama,War,,,,,,,,1995,112495,1873.0
135,156,Blue in the Face (1995),Comedy|Drama,Comedy,Drama,,,,,,,,,1995,112541,5894.0
136,157,Canadian Bacon (1995),Comedy|War,Comedy,War,,,,,,,,,1995,109370,1775.0
137,158,Casper (1995),Adventure|Children,Adventure,Children,,,,,,,,,1995,112642,8839.0
138,159,Clockers (1995),Crime|Drama|Mystery,Crime,Drama,Mystery,,,,,,,,1995,112688,20649.0
139,160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,Action,Adventure,Mystery,Sci-Fi,,,,,,,1995,112715,10329.0
140,161,Crimson Tide (1995),Drama|Thriller|War,Drama,Thriller,War,,,,,,,,1995,112740,8963.0
141,162,Crumb (1994),Documentary,Documentary,,,,,,,,,,1994,109508,26564.0
142,163,Desperado (1995),Action|Romance|Western,Action,Romance,Western,,,,,,,,1995,112851,8068.0
143,164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,Crime,Film-Noir,Mystery,Thriller,,,,,,,1995,112857,8512.0
144,165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,Action,Crime,Thriller,,,,,,,,1995,112864,1572.0
145,166,"Doom Generation, The (1995)",Comedy|Crime|Drama,Comedy,Crime,Drama,,,,,,,,1995,112887,13552.0
146,167,Feast of July (1995),Drama,Drama,,,,,,,,,,1995,113044,259209.0
147,168,First Knight (1995),Action|Drama|Romance,Action,Drama,Romance,,,,,,,,1995,113071,6520.0
148,169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,Adventure,Children,Drama,,,,,,,,1995,113114,9073.0
149,170,Hackers (1995),Action|Adventure|Crime|Thriller,Action,Adventure,Crime,Thriller,,,,,,,1995,113243,10428.0
150,171,Jeffrey (1995),Comedy|Drama,Comedy,Drama,,,,,,,,,1995,113464,17447.0
151,172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,Action,Sci-Fi,Thriller,,,,,,,,1995,113481,9886.0
152,173,Judge Dredd (1995),Action|Crime|Sci-Fi,Action,Crime,Sci-Fi,,,,,,,,1995,113492,9482.0
153,174,Jury Duty (1995),Comedy,Comedy,,,,,,,,,,1995,113500,19326.0
154,175,Kids (1995),Drama,Drama,,,,,,,,,,1995,113540,9344.0
155,176,Living in Oblivion (1995),Comedy,Comedy,,,,,,,,,,1995,113677,9071.0
156,177,Lord of Illusions (1995),Horror,Horror,,,,,,,,,,1995,113690,8973.0
157,178,Love & Human Remains (1993),Comedy|Drama,Comedy,Drama,,,,,,,,,1993,107447,15730.0
158,179,Mad Love (1995),Drama|Romance,Drama,Romance,,,,,,,,,1995,113729,47608.0
159,180,Mallrats (1995),Comedy|Romance,Comedy,Romance,,,,,,,,,1995,113749,2293.0
160,181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,Action,Children,,,,,,,,,1995,113820,9070.0
161,183,Mute Witness (1994),Comedy|Horror|Thriller,Comedy,Horror,Thriller,,,,,,,,1994,110604,48787.0
162,184,Nadja (1994),Drama,Drama,,,,,,,,,,1994,110620,34574.0
163,185,"Net, The (1995)",Action|Crime|Thriller,Action,Crime,Thriller,,,,,,,,1995,113957,1642.0
164,186,Nine Months (1995),Comedy|Romance,Comedy,Romance,,,,,,,,,1995,113986,11472.0
165,187,Party Girl (1995),Comedy,Comedy,,,,,,,,,,1995,114095,36196.0
166,188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,Fantasy,Horror,Mystery,,,,,,,,1995,114194,11980.0
167,189,Reckless (1995),Comedy|Fantasy,Comedy,Fantasy,,,,,,,,,1995,114241,58372.0
168,190,Safe (1995),Thriller,Thriller,,,,,,,,,,1995,114323,32646.0
169,191,"Scarlet Letter, The (1995)",Drama|Romance,Drama,Romance,,,,,,,,,1995,114345,10533.0
170,193,Showgirls (1995),Drama,Drama,,,,,,,,,,1995,114436,10802.0
171,194,Smoke (1995),Comedy|Drama,Comedy,Drama,,,,,,,,,1995,114478,10149.0
172,195,Something to Talk About (1995),Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,1995,114496,18402.0
173,196,Species (1995),Horror|Sci-Fi,Horror,Sci-Fi,,,,,,,,,1995,114508,9348.0
174,198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,Action,Crime,Drama,Mystery,Sci-Fi,Thriller,,,,,1995,114558,281.0
175,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,Drama,Musical,Romance,,,,,,,,1964,58450,5967.0
176,200,"Tie That Binds, The (1995)",Thriller,Thriller,,,,,,,,,,1995,114666,79593.0
177,201,Three Wishes (1995),Drama|Fantasy,Drama,Fantasy,,,,,,,,,1995,114663,47939.0
178,202,Total Eclipse (1995),Drama|Romance,Drama,Romance,,,,,,,,,1995,114702,36834.0
179,203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,Comedy,,,,,,,,,,1995,114682,9090.0
180,204,Under Siege 2: Dark Territory (1995),Action,Action,,,,,,,,,,1995,114781,3512.0
181,205,Unstrung Heroes (1995),Comedy|Drama,Comedy,Drama,,,,,,,,,1995,114798,52856.0
182,206,Unzipped (1995),Documentary,Documentary,,,,,,,,,,1995,114805,77350.0
183,207,"Walk in the Clouds, A (1995)",Drama|Romance,Drama,Romance,,,,,,,,,1995,114887,9560.0
184,208,Waterworld (1995),Action|Adventure|Sci-Fi,Action,Adventure,Sci-Fi,,,,,,,,1995,114898,9804.0
185,209,White Man's Burden (1995),Drama,Drama,,,,,,,,,,1995,114928,31611.0
186,211,"Browning Version, The (1994)",Drama,Drama,,,,,,,,,,1994,109340,49805.0
187,213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,Drama,,,,,,,,,,1994,111579,50797.0
188,214,Before the Rain (Pred dozhdot) (1994),Drama|War,Drama,War,,,,,,,,,1994,110882,19155.0
189,215,Before Sunrise (1995),Drama|Romance,Drama,Romance,,,,,,,,,1995,112471,76.0
190,216,Billy Madison (1995),Comedy,Comedy,,,,,,,,,,1995,112508,11017.0
191,217,"Babysitter, The (1995)",Drama|Thriller,Drama,Thriller,,,,,,,,,1995,112438,37141.0
192,218,Boys on the Side (1995),Comedy|Drama,Comedy,Drama,,,,,,,,,1995,112571,9382.0
193,219,"Cure, The (1995)",Drama,Drama,,,,,,,,,,1995,112757,6715.0
194,220,Castle Freak (1995),Horror,Horror,,,,,,,,,,1995,112643,18256.0
195,222,Circle of Friends (1995),Drama|Romance,Drama,Romance,,,,,,,,,1995,112679,22625.0
196,223,Clerks (1994),Comedy,Comedy,,,,,,,,,,1994,109445,2292.0
197,224,Don Juan DeMarco (1995),Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,1995,112883,1909.0
198,225,Disclosure (1994),Drama|Thriller,Drama,Thriller,,,,,,,,,1994,109635,8984.0
199,227,Drop Zone (1994),Action|Thriller,Action,Thriller,,,,,,,,,1994,109676,4954.0
200,228,Destiny Turns on the Radio (1995),Comedy,Comedy,,,,,,,,,,1995,112854,62488.0
201,229,Death and the Maiden (1994),Drama|Thriller,Drama,Thriller,,,,,,,,,1994,109579,10531.0
202,230,Dolores Claiborne (1995),Drama|Thriller,Drama,Thriller,,,,,,,,,1995,109642,11929.0
203,231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,Adventure,Comedy,,,,,,,,,1994,109686,8467.0
204,232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,1994,111797,10451.0
205,233,Exotica (1994),Drama,Drama,,,,,,,,,,1994,109759,20156.0
206,234,Exit to Eden (1994),Comedy,Comedy,,,,,,,,,,1994,109758,18395.0
207,235,Ed Wood (1994),Comedy|Drama,Comedy,Drama,,,,,,,,,1994,109707,522.0
208,236,French Kiss (1995),Action|Comedy|Romance,Action,Comedy,Romance,,,,,,,,1995,113117,397.0
209,237,Forget Paris (1995),Comedy|Romance,Comedy,Romance,,,,,,,,,1995,113097,10525.0
210,238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,Adventure,Children,,,,,,,,,1995,113028,27985.0
211,239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,Animation,Children,Comedy,Romance,,,,,,,1995,113198,15789.0
212,240,Hideaway (1995),Thriller,Thriller,,,,,,,,,,1995,113303,27303.0
213,241,Fluke (1995),Children|Drama,Children,Drama,,,,,,,,,1995,113089,21183.0
214,242,Farinelli: il castrato (1994),Drama|Musical,Drama,Musical,,,,,,,,,1994,109771,10954.0
215,243,Gordy (1995),Children|Comedy|Fantasy,Children,Comedy,Fantasy,,,,,,,,1995,113199,47867.0
216,244,Gumby: The Movie (1995),Animation|Children,Animation,Children,,,,,,,,,1995,113234,43475.0
217,245,The Glass Shield (1994),Crime|Drama,Crime,Drama,,,,,,,,,1994,109906,72031.0
218,246,Hoop Dreams (1994),Documentary,Documentary,,,,,,,,,,1994,110057,14275.0
219,247,Heavenly Creatures (1994),Crime|Drama,Crime,Drama,,,,,,,,,1994,110005,1024.0
220,248,Houseguest (1994),Comedy,Comedy,,,,,,,,,,1994,110066,17207.0
221,249,Immortal Beloved (1994),Drama|Romance,Drama,Romance,,,,,,,,,1994,110116,13701.0
222,250,Heavyweights (Heavy Weights) (1995),Children|Comedy,Children,Comedy,,,,,,,,,1995,110006,14819.0
223,251,"Hunted, The (1995)",Action,Action,,,,,,,,,,1995,113360,32631.0
224,252,I.Q. (1994),Comedy|Romance,Comedy,Romance,,,,,,,,,1994,110099,11777.0
225,253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,Drama,Horror,,,,,,,,,1994,110148,628.0
226,254,Jefferson in Paris (1995),Drama,Drama,,,,,,,,,,1995,113463,87729.0
227,255,"Jerky Boys, The (1995)",Comedy,Comedy,,,,,,,,,,1995,110189,18713.0
228,256,Junior (1994),Comedy|Sci-Fi,Comedy,Sci-Fi,,,,,,,,,1994,110216,6280.0
229,257,Just Cause (1995),Mystery|Thriller,Mystery,Thriller,,,,,,,,,1995,113501,9061.0
230,258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,Adventure,Children,Comedy,Fantasy,Romance,,,,,,1995,113538,37108.0
231,259,Kiss of Death (1995),Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,,,1995,113552,6071.0
232,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,Action,Adventure,Sci-Fi,,,,,,,,1977,76759,11.0
233,261,Little Women (1994),Drama,Drama,,,,,,,,,,1994,110367,9587.0
234,262,"Little Princess, A (1995)",Children|Drama,Children,Drama,,,,,,,,,1995,113670,19101.0
235,263,Ladybird Ladybird (1994),Drama,Drama,,,,,,,,,,1994,110296,49980.0
236,264,"Enfer, L' (1994)",Drama,Drama,,,,,,,,,,1994,109731,17961.0
237,265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,Drama,Fantasy,Romance,,,,,,,,1992,103994,18183.0
238,266,Legends of the Fall (1994),Drama|Romance|War|Western,Drama,Romance,War,Western,,,,,,,1994,110322,4476.0
239,267,Major Payne (1995),Comedy,Comedy,,,,,,,,,,1995,110443,11008.0
240,268,Little Odessa (1994),Crime|Drama,Crime,Drama,,,,,,,,,1994,110365,47504.0
241,269,My Crazy Life (Mi vida loca) (1993),Drama,Drama,,,,,,,,,,1993,107566,32325.0
242,270,Love Affair (1994),Drama|Romance,Drama,Romance,,,,,,,,,1994,110391,43742.0
243,271,Losing Isaiah (1995),Drama,Drama,,,,,,,,,,1995,113691,28313.0
244,272,"Madness of King George, The (1994)",Comedy|Drama,Comedy,Drama,,,,,,,,,1994,110428,11318.0
245,273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,Drama,Horror,Sci-Fi,,,,,,,,1994,109836,3036.0
246,274,Man of the House (1995),Comedy,Comedy,,,,,,,,,,1995,113755,40490.0
247,275,Mixed Nuts (1994),Comedy,Comedy,,,,,,,,,,1994,110538,24070.0
248,276,Milk Money (1994),Comedy|Romance,Comedy,Romance,,,,,,,,,1994,110516,8986.0
249,277,Miracle on 34th Street (1994),Drama,Drama,,,,,,,,,,1994,110527,10510.0
250,278,Miami Rhapsody (1995),Comedy,Comedy,,,,,,,,,,1995,113808,17402.0
251,279,My Family (1995),Drama,Drama,,,,,,,,,,1995,113896,38722.0
252,280,Murder in the First (1995),Drama|Thriller,Drama,Thriller,,,,,,,,,1995,113870,8438.0
253,281,Nobody's Fool (1994),Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,1994,110684,11593.0
254,282,Nell (1994),Drama,Drama,,,,,,,,,,1994,110638,1945.0
255,283,New Jersey Drive (1995),Crime|Drama,Crime,Drama,,,,,,,,,1995,113967,39310.0
